item,title_en,article_en,article_ja,article_de,article_fr,article_es,article_it,article_zh,article_pt,article_pl,article_id,article_ru,article_nl,article_hi,article_sv,article_cs,article_ko,article_uk,article_fi,article_hu,article_ar,article_he,article_ro,article_da,article_el,article_bg,qid,instance_types,category
http://www.wikidata.org/entity/Q1344419,Nuclear power by country,https://en.wikipedia.org/wiki/Nuclear_power_by_country,,https://de.wikipedia.org/wiki/Kernenergie_nach_L%C3%A4ndern,https://fr.wikipedia.org/wiki/Production_d%27%C3%A9lectricit%C3%A9_nucl%C3%A9aire_par_pays,,https://it.wikipedia.org/wiki/Energia_nucleare_nel_mondo,https://zh.wikipedia.org/wiki/%E5%90%84%E5%9B%BD%E6%A0%B8%E8%83%BD%E5%88%A9%E7%94%A8%E6%83%85%E5%86%B5,https://pt.wikipedia.org/wiki/Energia_nuclear_por_pa%C3%ADs,,https://id.wikipedia.org/wiki/Pembangkit_nuklir_menurut_negara,https://ru.wikipedia.org/wiki/%D0%AF%D0%B4%D0%B5%D1%80%D0%BD%D0%B0%D1%8F_%D1%8D%D0%BD%D0%B5%D1%80%D0%B3%D0%B5%D1%82%D0%B8%D0%BA%D0%B0_%D0%BF%D0%BE_%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B0%D0%BC,,,,,,https://uk.wikipedia.org/wiki/%D0%AF%D0%B4%D0%B5%D1%80%D0%BD%D0%B0_%D0%B5%D0%BD%D0%B5%D1%80%D0%B3%D0%B5%D1%82%D0%B8%D0%BA%D0%B0_%D0%B7%D0%B0_%D0%BA%D1%80%D0%B0%D1%97%D0%BD%D0%BE%D1%8E,,,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%B7%D8%A7%D9%82%D8%A9_%D8%A7%D9%84%D9%86%D9%88%D9%88%D9%8A%D8%A9_%D8%AD%D8%B3%D8%A8_%D8%A7%D9%84%D8%A8%D9%84%D8%AF,,https://ro.wikipedia.org/wiki/Lista_%C8%9B%C4%83rilor_dup%C4%83_puterea_nuclear%C4%83,,,,Q1344419,['Q13406463'],other
http://www.wikidata.org/entity/Q1345671,Tropical disease,https://en.wikipedia.org/wiki/Tropical_disease,https://ja.wikipedia.org/wiki/%E7%86%B1%E5%B8%AF%E7%97%85,https://de.wikipedia.org/wiki/Tropenkrankheit,https://fr.wikipedia.org/wiki/Maladie_tropicale,https://es.wikipedia.org/wiki/Enfermedad_tropical,https://it.wikipedia.org/wiki/Malattia_tropicale,,https://pt.wikipedia.org/wiki/Doen%C3%A7a_tropical,https://pl.wikipedia.org/wiki/Choroba_tropikalna,,https://ru.wikipedia.org/wiki/%D0%A2%D1%80%D0%BE%D0%BF%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B5_%D0%B1%D0%BE%D0%BB%D0%B5%D0%B7%D0%BD%D0%B8,,,https://sv.wikipedia.org/wiki/Tropiska_sjukdomar,,https://ko.wikipedia.org/wiki/%EC%97%B4%EB%8C%80%EB%B3%91,https://uk.wikipedia.org/wiki/%D0%A2%D1%80%D0%BE%D0%BF%D1%96%D1%87%D0%BD%D1%96_%D1%85%D0%B2%D0%BE%D1%80%D0%BE%D0%B1%D0%B8,,,https://ar.wikipedia.org/wiki/%D9%85%D8%B1%D8%B6_%D9%85%D8%AF%D8%A7%D8%B1%D9%8A,,,https://da.wikipedia.org/wiki/Tropesygdom,,,Q1345671,['Q112193867'],other
http://www.wikidata.org/entity/Q1348480,Henrik Svensmark,https://en.wikipedia.org/wiki/Henrik_Svensmark,https://ja.wikipedia.org/wiki/%E3%82%B9%E3%83%99%E3%83%B3%E3%82%B9%E3%83%9E%E3%83%AB%E3%82%AF%E5%8A%B9%E6%9E%9C,https://de.wikipedia.org/wiki/Henrik_Svensmark,https://fr.wikipedia.org/wiki/Henrik_Svensmark,https://es.wikipedia.org/wiki/Henrik_Svensmark,,,,https://pl.wikipedia.org/wiki/Henrik_Svensmark,,,https://nl.wikipedia.org/wiki/Henrik_Svensmark,,https://sv.wikipedia.org/wiki/Henrik_Svensmark,https://cs.wikipedia.org/wiki/Henrik_Svensmark,,,https://fi.wikipedia.org/wiki/Henrik_Svensmark,,https://ar.wikipedia.org/wiki/%D9%87%D9%86%D8%B1%D9%8A%D9%83_%D8%B3%D9%81%D9%8A%D9%86%D8%B3%D9%85%D8%A7%D8%B1%D9%83,,,https://da.wikipedia.org/wiki/Henrik_Svensmark,,,Q1348480,['Q5'],human
http://www.wikidata.org/entity/Q1354623,International Geosphere-Biosphere Programme,https://en.wikipedia.org/wiki/International_Geosphere-Biosphere_Programme,https://ja.wikipedia.org/wiki/%E5%9C%B0%E7%90%83%E5%9C%8F%E3%83%BB%E7%94%9F%E7%89%A9%E5%9C%8F%E5%9B%BD%E9%9A%9B%E5%8D%94%E5%90%8C%E7%A0%94%E7%A9%B6%E8%A8%88%E7%94%BB,https://de.wikipedia.org/wiki/International_Geosphere-Biosphere_Programme,https://fr.wikipedia.org/wiki/International_Geosphere-Biosphere_Programme,,,https://zh.wikipedia.org/wiki/%E5%9B%BD%E9%99%85%E5%9C%B0%E5%9C%88%E7%94%9F%E7%89%A9%E5%9C%88%E8%AE%A1%E5%88%92,,,,,,,,,https://ko.wikipedia.org/wiki/%EA%B5%AD%EC%A0%9C_%EC%A7%80%EA%B5%AC%EA%B6%8C-%EC%83%9D%EB%AC%BC%EA%B6%8C_%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%A8,,,,,,,,,,Q1354623,['Q1194093'],organization
http://www.wikidata.org/entity/Q1361656,REN21,https://en.wikipedia.org/wiki/REN21,,https://de.wikipedia.org/wiki/REN21,https://fr.wikipedia.org/wiki/REN21,https://es.wikipedia.org/wiki/REN21,,https://zh.wikipedia.org/wiki/REN21,,,,,https://nl.wikipedia.org/wiki/REN21,,,,,,https://fi.wikipedia.org/wiki/Renewable_Energy_Network_for_the_21st_Century,,https://ar.wikipedia.org/wiki/%D8%B4%D8%A8%D9%83%D8%A9_%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9_%D8%A7%D9%84%D8%B7%D8%A7%D9%82%D8%A9_%D8%A7%D9%84%D9%85%D8%AA%D8%AC%D8%AF%D8%AF%D8%A9_%D9%84%D9%84%D9%82%D8%B1%D9%86_%D8%A7%D9%84%D8%AD%D8%A7%D8%AF%D9%8A_%D9%88%D8%A7%D9%84%D8%B9%D8%B4%D8%B1%D9%8A%D9%86,,,,,,Q1361656,"['Q1900326', 'Q177634', 'Q163740']",organization
http://www.wikidata.org/entity/Q1364310,Sustainable transport,https://en.wikipedia.org/wiki/Sustainable_transport,,https://de.wikipedia.org/wiki/Sanfte_Mobilit%C3%A4t,https://fr.wikipedia.org/wiki/%C3%89comobilit%C3%A9,https://es.wikipedia.org/wiki/Movilidad_sostenible,https://it.wikipedia.org/wiki/Mobilit%C3%A0_sostenibile,https://zh.wikipedia.org/wiki/%E5%8F%AF%E6%8C%81%E7%BB%AD%E4%BA%A4%E9%80%9A%E7%B3%BB%E7%BB%9F,,https://pl.wikipedia.org/wiki/Zr%C3%B3wnowa%C5%BCony_transport,https://id.wikipedia.org/wiki/Transportasi_berkelanjutan,https://ru.wikipedia.org/wiki/%D0%A3%D1%81%D1%82%D0%BE%D0%B9%D1%87%D0%B8%D0%B2%D1%8B%D0%B9_%D1%82%D1%80%D0%B0%D0%BD%D1%81%D0%BF%D0%BE%D1%80%D1%82,,,https://sv.wikipedia.org/wiki/H%C3%A5llbart_resande,https://cs.wikipedia.org/wiki/Udr%C5%BEiteln%C3%A1_doprava,,https://uk.wikipedia.org/wiki/%D0%97%D0%B1%D0%B0%D0%BB%D0%B0%D0%BD%D1%81%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B9_%D1%82%D1%80%D0%B0%D0%BD%D1%81%D0%BF%D0%BE%D1%80%D1%82,https://fi.wikipedia.org/wiki/Kest%C3%A4v%C3%A4_liikenne,,https://ar.wikipedia.org/wiki/%D9%86%D9%82%D9%84_%D9%85%D8%B3%D8%AA%D8%AF%D8%A7%D9%85,https://he.wikipedia.org/wiki/%D7%AA%D7%97%D7%91%D7%95%D7%A8%D7%94_%D7%91%D7%AA_%D7%A7%D7%99%D7%99%D7%9E%D7%90,,,https://el.wikipedia.org/wiki/%CE%92%CE%B9%CF%8E%CF%83%CE%B9%CE%BC%CE%B7_%CE%BA%CE%B9%CE%BD%CE%B7%CF%84%CE%B9%CE%BA%CF%8C%CF%84%CE%B7%CF%84%CE%B1,,Q1364310,[],none
http://www.wikidata.org/entity/Q1365401,Transport in the United Kingdom,https://en.wikipedia.org/wiki/Transport_in_the_United_Kingdom,,https://de.wikipedia.org/wiki/Verkehr_im_Vereinigten_K%C3%B6nigreich,https://fr.wikipedia.org/wiki/Transport_au_Royaume-Uni,,https://it.wikipedia.org/wiki/Trasporti_nel_Regno_Unito,https://zh.wikipedia.org/wiki/%E8%8B%B1%E5%9C%8B%E4%BA%A4%E9%80%9A,,,,https://ru.wikipedia.org/wiki/%D0%A2%D1%80%D0%B0%D0%BD%D1%81%D0%BF%D0%BE%D1%80%D1%82_%D0%B2_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B1%D1%80%D0%B8%D1%82%D0%B0%D0%BD%D0%B8%D0%B8,,,,,https://ko.wikipedia.org/wiki/%EC%98%81%EA%B5%AD%EC%9D%98_%EA%B5%90%ED%86%B5,https://uk.wikipedia.org/wiki/%D0%A2%D1%80%D0%B0%D0%BD%D1%81%D0%BF%D0%BE%D1%80%D1%82_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D1%97_%D0%91%D1%80%D0%B8%D1%82%D0%B0%D0%BD%D1%96%D1%97,,,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%86%D9%82%D9%84_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%85%D9%84%D9%83%D8%A9_%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D8%A9,,,,,,Q1365401,['Q98374631'],other
http://www.wikidata.org/entity/Q1367500,Marine protected area,https://en.wikipedia.org/wiki/Marine_protected_area,,https://de.wikipedia.org/wiki/Meeresschutzgebiet,https://fr.wikipedia.org/wiki/Aire_marine_prot%C3%A9g%C3%A9e,https://es.wikipedia.org/wiki/%C3%81rea_marina_protegida,https://it.wikipedia.org/wiki/Area_marina_protetta,,https://pt.wikipedia.org/wiki/%C3%81rea_marinha_protegida,,,,https://nl.wikipedia.org/wiki/Zeereservaat,,,,https://ko.wikipedia.org/wiki/%ED%95%B4%EC%96%91%EB%B3%B4%ED%98%B8%EA%B5%AC%EC%97%AD,,,,https://ar.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D9%8A%D8%A9_%D8%A8%D8%AD%D8%B1%D9%8A%D8%A9,,,,,,Q1367500,[],none
http://www.wikidata.org/entity/Q1376433,European Climate Exchange,https://en.wikipedia.org/wiki/European_Climate_Exchange,https://ja.wikipedia.org/wiki/%E6%AC%A7%E5%B7%9E%E6%B0%97%E5%80%99%E5%8F%96%E5%BC%95%E6%89%80,https://de.wikipedia.org/wiki/European_Climate_Exchange,https://fr.wikipedia.org/wiki/March%C3%A9_climatique_europ%C3%A9en,,,,https://pt.wikipedia.org/wiki/Bolsa_Europeia_do_Clima,,,,,,,,,,,,,,,,,,Q1376433,['Q11691'],organization
http://www.wikidata.org/entity/Q1385203,Extractivism,https://en.wikipedia.org/wiki/Extractivism,,https://de.wikipedia.org/wiki/Extraktivismus,https://fr.wikipedia.org/wiki/Extractivisme,https://es.wikipedia.org/wiki/Extractivismo,,,https://pt.wikipedia.org/wiki/Extrativismo,,,,,,,https://cs.wikipedia.org/wiki/Extraktivismus,,,https://fi.wikipedia.org/wiki/Ekstraktivismi,,,,,,,,Q1385203,[],none
http://www.wikidata.org/entity/Q1386667,Free-air concentration enrichment,https://en.wikipedia.org/wiki/Free-air_concentration_enrichment,https://ja.wikipedia.org/wiki/%E9%96%8B%E6%94%BE%E7%B3%BB%E5%A4%A7%E6%B0%97CO2%E5%A2%97%E5%8A%A0%E5%AE%9F%E9%A8%93,https://de.wikipedia.org/wiki/Free_Air_Carbon_Dioxide_Enrichment,,,,,,,,,,,,,,,,,,,,,,,Q1386667,['Q46857'],other
http://www.wikidata.org/entity/Q1390842,Robert E. Dickinson,https://en.wikipedia.org/wiki/Robert_E._Dickinson,,https://de.wikipedia.org/wiki/Robert_E._Dickinson,https://fr.wikipedia.org/wiki/Robert_E._Dickinson,,,https://zh.wikipedia.org/wiki/%E7%BD%97%E4%BC%AF%E7%89%B9%C2%B7E%C2%B7%E8%BF%AA%E9%87%91%E6%A3%AE,,,,"https://ru.wikipedia.org/wiki/%D0%94%D0%B8%D0%BA%D0%B8%D0%BD%D1%81%D0%BE%D0%BD,_%D0%A0%D0%BE%D0%B1%D0%B5%D1%80%D1%82_%D0%AD%D1%80%D0%BB",,,,,,,,,https://ar.wikipedia.org/wiki/%D8%B1%D9%88%D8%A8%D8%B1%D8%AA_%D8%A5%D9%8A._%D8%AF%D9%8A%D9%83%D9%86%D8%B3%D9%88%D9%86,,,,,,Q1390842,['Q5'],human
http://www.wikidata.org/entity/Q1392489,Bali Road Map,https://en.wikipedia.org/wiki/Bali_Road_Map,,https://de.wikipedia.org/wiki/Fahrplan_von_Bali,,,,https://zh.wikipedia.org/wiki/%E5%B7%B4%E5%8E%98%E8%B7%AF%E7%BA%BF%E5%9B%BE,,,https://id.wikipedia.org/wiki/Bali_roadmap,,,,,,,,,,https://ar.wikipedia.org/wiki/%D8%AE%D8%B1%D9%8A%D8%B7%D8%A9_%D8%B7%D8%B1%D9%8A%D9%82_%D8%A8%D8%A7%D9%84%D9%8A,,,,,,Q1392489,['Q2920329'],other
http://www.wikidata.org/entity/Q1401015,Paludiculture,https://en.wikipedia.org/wiki/Paludiculture,,https://de.wikipedia.org/wiki/Paludikultur,https://fr.wikipedia.org/wiki/Paludiculture,,,,,,https://id.wikipedia.org/wiki/Paludikultur,,,,,,,,,,,,,,,,Q1401015,['Q170321'],other
http://www.wikidata.org/entity/Q1408429,Solid fuel,https://en.wikipedia.org/wiki/Solid_fuel,https://ja.wikipedia.org/wiki/%E5%9B%BA%E5%BD%A2%E7%87%83%E6%96%99,https://de.wikipedia.org/wiki/Festbrennstoff,https://fr.wikipedia.org/wiki/Combustible_solide,,https://it.wikipedia.org/wiki/Combustibile_solido,https://zh.wikipedia.org/wiki/%E5%9B%BA%E9%AB%94%E7%87%83%E6%96%99,,https://pl.wikipedia.org/wiki/Paliwo_sta%C5%82e,https://id.wikipedia.org/wiki/Bahan_bakar_padat,https://ru.wikipedia.org/wiki/%D0%A2%D0%B2%D1%91%D1%80%D0%B4%D0%BE%D0%B5_%D1%82%D0%BE%D0%BF%D0%BB%D0%B8%D0%B2%D0%BE,,,,,https://ko.wikipedia.org/wiki/%EA%B3%A0%EC%B2%B4%EC%97%B0%EB%A3%8C,https://uk.wikipedia.org/wiki/%D0%A2%D0%B2%D0%B5%D1%80%D0%B4%D0%B5_%D0%BF%D0%B0%D0%BB%D0%B8%D0%B2%D0%BE,,,https://ar.wikipedia.org/wiki/%D9%88%D9%82%D9%88%D8%AF_%D8%B5%D9%84%D8%A8,,,,,,Q1408429,[],none
http://www.wikidata.org/entity/Q1410590,History of climate change science,https://en.wikipedia.org/wiki/History_of_climate_change_science,https://ja.wikipedia.org/wiki/%E5%9C%B0%E7%90%83%E6%B8%A9%E6%9A%96%E5%8C%96%E3%81%AB%E9%96%A2%E3%81%99%E3%82%8B%E5%8B%95%E3%81%8D%E3%81%AE%E6%AD%B4%E5%8F%B2,https://de.wikipedia.org/wiki/Forschungsgeschichte_des_Klimawandels,https://fr.wikipedia.org/wiki/Histoire_de_la_recherche_sur_le_changement_climatique,https://es.wikipedia.org/wiki/Historia_de_la_ciencia_del_cambio_clim%C3%A1tico,,https://zh.wikipedia.org/wiki/%E6%B0%A3%E5%80%99%E8%AE%8A%E5%8C%96%E7%A7%91%E5%AD%B8%E5%8F%B2,https://pt.wikipedia.org/wiki/Hist%C3%B3ria_da_ci%C3%AAncia_das_altera%C3%A7%C3%B5es_clim%C3%A1ticas,,https://id.wikipedia.org/wiki/Sejarah_temuan_ilmiah_perubahan_iklim,https://ru.wikipedia.org/wiki/%D0%98%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F_%D0%BD%D0%B0%D1%83%D0%BA%D0%B8_%D0%BE%D0%B1_%D0%B8%D0%B7%D0%BC%D0%B5%D0%BD%D0%B5%D0%BD%D0%B8%D0%B8_%D0%BA%D0%BB%D0%B8%D0%BC%D0%B0%D1%82%D0%B0,,,,,,https://uk.wikipedia.org/wiki/%D0%86%D1%81%D1%82%D0%BE%D1%80%D1%96%D1%8F_%D0%BD%D0%B0%D1%83%D0%BA%D0%B8_%D0%BF%D1%80%D0%BE_%D0%B7%D0%BC%D1%96%D0%BD%D0%B8_%D0%BA%D0%BB%D1%96%D0%BC%D0%B0%D1%82%D1%83,,,https://ar.wikipedia.org/wiki/%D8%AA%D8%A7%D8%B1%D9%8A%D8%AE_%D8%B9%D9%84%D9%85_%D8%A7%D9%84%D8%AA%D8%BA%D9%8A%D8%B1_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D8%AE%D9%8A,,,,https://el.wikipedia.org/wiki/%CE%99%CF%83%CF%84%CE%BF%CF%81%CE%AF%CE%B1_%CF%84%CE%B7%CF%82_%CE%B5%CF%80%CE%B9%CF%83%CF%84%CE%AE%CE%BC%CE%B7%CF%82_%CF%84%CE%B7%CF%82_%CE%BA%CE%BB%CE%B9%CE%BC%CE%B1%CF%84%CE%B9%CE%BA%CE%AE%CF%82_%CE%B1%CE%BB%CE%BB%CE%B1%CE%B3%CE%AE%CF%82,,Q1410590,['Q17524420'],concept
http://www.wikidata.org/entity/Q1419355,List of countries by carbon dioxide emissions,https://en.wikipedia.org/wiki/List_of_countries_by_carbon_dioxide_emissions,https://ja.wikipedia.org/wiki/%E5%9B%BD%E3%81%AE%E4%BA%8C%E9%85%B8%E5%8C%96%E7%82%AD%E7%B4%A0%E6%8E%92%E5%87%BA%E9%87%8F%E3%83%AA%E3%82%B9%E3%83%88,https://de.wikipedia.org/wiki/Liste_der_gr%C3%B6%C3%9Ften_Kohlenstoffdioxidemittenten,https://fr.wikipedia.org/wiki/Liste_des_pays_par_%C3%A9missions_de_dioxyde_de_carbone_li%C3%A9es_%C3%A0_l%27%C3%A9nergie,https://es.wikipedia.org/wiki/Anexo:Pa%C3%ADses_por_emisiones_de_di%C3%B3xido_de_carbono,https://it.wikipedia.org/wiki/Stati_per_emissioni_di_CO2,https://zh.wikipedia.org/wiki/%E5%90%84%E5%9B%BD%E4%BA%8C%E6%B0%A7%E5%8C%96%E7%A2%B3%E6%8E%92%E6%94%BE%E9%87%8F%E5%88%97%E8%A1%A8,https://pt.wikipedia.org/wiki/Lista_de_pa%C3%ADses_por_emiss%C3%B5es_de_di%C3%B3xido_de_carbono,https://pl.wikipedia.org/wiki/Lista_pa%C5%84stw_wed%C5%82ug_rocznej_emisji_dwutlenku_w%C4%99gla,https://id.wikipedia.org/wiki/Daftar_negara_menurut_emisi_karbon_dioksida,https://ru.wikipedia.org/wiki/%D0%A1%D0%BF%D0%B8%D1%81%D0%BE%D0%BA_%D1%81%D1%82%D1%80%D0%B0%D0%BD_%D0%BF%D0%BE_%D1%8D%D0%BC%D0%B8%D1%81%D1%81%D0%B8%D0%B8_CO2,,,,,https://ko.wikipedia.org/wiki/%EB%82%98%EB%9D%BC%EB%B3%84_%EC%9D%B4%EC%82%B0%ED%99%94_%ED%83%84%EC%86%8C_%EB%B0%B0%EC%B6%9C%EB%9F%89,https://uk.wikipedia.org/wiki/%D0%A1%D0%BF%D0%B8%D1%81%D0%BE%D0%BA_%D0%BA%D1%80%D0%B0%D1%97%D0%BD_%D0%B7%D0%B0_%D0%B2%D0%B8%D0%BA%D0%B8%D0%B4%D0%B0%D0%BC%D0%B8_%D0%B2%D1%83%D0%B3%D0%BB%D0%B5%D0%BA%D0%B8%D1%81%D0%BB%D0%BE%D0%B3%D0%BE_%D0%B3%D0%B0%D0%B7%D1%83,,,https://ar.wikipedia.org/wiki/%D9%82%D8%A7%D8%A6%D9%85%D8%A9_%D8%A7%D9%84%D8%AF%D9%88%D9%84_%D8%AD%D8%B3%D8%A8_%D8%A7%D9%86%D8%A8%D8%B9%D8%A7%D8%AB%D8%A7%D8%AA_%D8%AB%D8%A7%D9%86%D9%8A_%D8%A3%D9%83%D8%B3%D9%8A%D8%AF_%D8%A7%D9%84%D9%83%D8%B1%D8%A8%D9%88%D9%86,,https://ro.wikipedia.org/wiki/Lista_%C8%9B%C4%83rilor_dup%C4%83_emisiile_de_dioxid_de_carbon,,https://el.wikipedia.org/wiki/%CE%9A%CE%B1%CF%84%CE%AC%CE%BB%CE%BF%CE%B3%CE%BF%CF%82_%CF%87%CF%89%CF%81%CF%8E%CE%BD_%CE%B1%CE%BD%CE%AC_%CE%B5%CE%BA%CF%80%CE%BF%CE%BC%CF%80%CE%AD%CF%82_%CE%B4%CE%B9%CE%BF%CE%BE%CE%B5%CE%B9%CE%B4%CE%AF%CE%BF%CF%85_%CF%84%CE%BF%CF%85_%CE%AC%CE%BD%CE%B8%CF%81%CE%B1%CE%BA%CE%B1,,Q1419355,['Q13406463'],other
http://www.wikidata.org/entity/Q1421263,Stormwater,https://en.wikipedia.org/wiki/Stormwater,,,https://fr.wikipedia.org/wiki/Eau_de_ruissellement,,,,,,,,,,,,,,,,https://ar.wikipedia.org/wiki/%D8%AA%D8%B5%D8%B1%D9%8A%D9%81_%D9%85%D9%8A%D8%A7%D9%87_%D8%A7%D9%84%D8%A3%D9%85%D8%B7%D8%A7%D8%B1,,,,,,Q1421263,[],none
http://www.wikidata.org/entity/Q1425432,Minister of the Environment and Climate Change (Finland),https://en.wikipedia.org/wiki/Minister_of_the_Environment_and_Climate_Change_(Finland),,https://de.wikipedia.org/wiki/Minister_f%C3%BCr_Umwelt_und_Klimawandel_(Finnland),,,,,,,,https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D0%BD%D0%B8%D1%81%D1%82%D1%80_%D0%BF%D0%BE_%D0%B2%D0%BE%D0%BF%D1%80%D0%BE%D1%81%D0%B0%D0%BC_%D0%BE%D0%BA%D1%80%D1%83%D0%B6%D0%B0%D1%8E%D1%89%D0%B5%D0%B9_%D1%81%D1%80%D0%B5%D0%B4%D1%8B_%D0%B8_%D0%BA%D0%BB%D0%B8%D0%BC%D0%B0%D1%82%D0%B0_%D0%A4%D0%B8%D0%BD%D0%BB%D1%8F%D0%BD%D0%B4%D0%B8%D0%B8,,,,,https://ko.wikipedia.org/wiki/%ED%95%80%EB%9E%80%EB%93%9C%EC%9D%98_%ED%99%98%EA%B2%BD%EC%9E%A5%EA%B4%80,,https://fi.wikipedia.org/wiki/Luettelo_ministereist%C3%A4_Suomen_ymp%C3%A4rist%C3%B6ministeri%C3%B6ss%C3%A4,,,,,,,,Q1425432,"['Q294414', 'Q4164871']",other
http://www.wikidata.org/entity/Q1425553,Coal-seam fire,https://en.wikipedia.org/wiki/Coal-seam_fire,,https://de.wikipedia.org/wiki/Kohlebrand,https://fr.wikipedia.org/wiki/Feu_de_mine_de_charbon,https://es.wikipedia.org/wiki/Incendio_de_vetas_de_carb%C3%B3n,,,,https://pl.wikipedia.org/wiki/Po%C5%BCar_podziemny,,https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%B4%D0%B7%D0%B5%D0%BC%D0%BD%D1%8B%D0%B9_%D0%BF%D0%BE%D0%B6%D0%B0%D1%80,https://nl.wikipedia.org/wiki/Steenkoolbrand,,,,,https://uk.wikipedia.org/wiki/%D0%9F%D1%96%D0%B4%D0%B7%D0%B5%D0%BC%D0%BD%D0%B0_%D0%BF%D0%BE%D0%B6%D0%B5%D0%B6%D0%B0,,,,,,,https://el.wikipedia.org/wiki/%CE%A0%CF%85%CF%81%CE%BA%CE%B1%CE%B3%CE%B9%CE%AC_%CE%BF%CF%81%CF%85%CF%87%CE%B5%CE%AF%CF%89%CE%BD,,Q1425553,[],none
http://www.wikidata.org/entity/Q1427926,Worldwatch Institute,https://en.wikipedia.org/wiki/Worldwatch_Institute,,https://de.wikipedia.org/wiki/Worldwatch_Institute,https://fr.wikipedia.org/wiki/Institut_Worldwatch,https://es.wikipedia.org/wiki/Worldwatch_Institute,https://it.wikipedia.org/wiki/Worldwatch_Institute,,https://pt.wikipedia.org/wiki/Worldwatch_Institute,,,,https://nl.wikipedia.org/wiki/Worldwatch_Institute,,https://sv.wikipedia.org/wiki/Worldwatch_Institute,,,https://uk.wikipedia.org/wiki/%D0%86%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%B2%D1%81%D0%B5%D1%81%D0%B2%D1%96%D1%82%D0%BD%D1%8C%D0%BE%D0%B3%D0%BE_%D1%81%D0%BF%D0%BE%D1%81%D1%82%D0%B5%D1%80%D0%B5%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F,https://fi.wikipedia.org/wiki/Worldwatch-instituutti,,,,,https://da.wikipedia.org/wiki/Worldwatch_Institute,,,Q1427926,"['Q1785733', 'Q163740']",organization
